1_Portfolio_identifying_data;2_Type_of_identification_code_for_the_fund_share_or_portfolio;3_Portfolio_name;4_Portfolio_currency_(B);5_Net_asset_valuation_of_the_portfolio_or_the_share_class_in_portfolio_currency;6_Valuation_date;7_Reporting_date;8_Share_price;8b_Total_number_of_shares;9_Cash_ratio;10_Portfolio_modified_duration;11_Complete_SCR_delivery;12_CIC_code_of_the_instrument;13_Economic_zone_of_the_quotation_place;14_Identification_code_of_the_instrument;15_Type_of_identification_code_for_the_instrument;16_Grouping_code_for_multiple_leg_instruments;17_Instrument_name;17b_Asset_liability;18_Quantity;19_Nominal_amount;20_Contract_size_for_derivatives;21_Quotation_currency_(A);22_Market_valuation_in_quotation_currency_(A);23_Clean_market_valuation_in_quotation_currency_(A);24_Market_valuation_in_portfolio_currency_(B);25_Clean_market_valuation_in_portfolio_currency_(B);26_Valuation_weight;27_Market_exposure_amount_in_quotation_currency_(A);28_Market_exposure_amount_in_portfolio_currency_(B);29_Market_exposure_amount_for_the_3rd_quotation_currency_(C);30_Market_exposure_in_weight;31_Market_exposure_for_the_3rd_currency_in_weight_over_NAV;32_Interest_rate_type;33_Coupon_rate;34_Interest_rate_reference_identification;35_Identification_type_for_interest_rate_index;36_Interest_rate_index_name;37_Interest_rate_margin;38_Coupon_payment_frequency;39_Maturity_date;40_Redemption_type;41_Redemption_rate;42_Callable_putable;43_Call_put_date;44_Issuer_bearer_option_exercise;45_Strike_price_for_embedded_(call_put)_options;46_Issuer_name;47_Issuer_identification_code;48_Type_of_identification_code_for_issuer;49_Name_of_the_group_of_the_issuer;50_Identification_of_the_group;51_Type_of_identification_code_for_issuer_group;52_Issuer_country;53_Issuer_economic_area;54_Economic_sector;55_Covered_not_covered;56_Securitisation;57_Explicit_guarantee_by_the_country_of_issue;58_Subordinated_debt;58b_Nature_of_the_tranche;59_Credit_quality_step;60_Call_Put_Cap_Floor;61_Strike_price;62_Conversion_factor_(convertibles)_concordance_factor_parity_(options);63_Effective_date_of_instrument;64_Exercise_type;65_Hedging_rolling;67_CIC_of_the_underlying_asset;68_Identification_code_of_the_underlying_asset;69_Type_of_identification_code_for_the_underlying_asset;70_Name_of_the_underlying_asset;71_Quotation_currency_of_the_underlying_asset_(C);72_Last_valuation_price_of_the_underlying_asset;73_Country_of_quotation_of_the_underlying_asset;74_Economic_area_of_quotation_of_the_underlying_asset;75_Coupon_rate_of_the_underlying_asset;76_Coupon_payment_frequency_of_the_underlying_asset;77_Maturity_date_of_the_underlying_asset;78_Redemption_profile_of_the_underlying_asset;79_Redemption_rate_of_the_underlying_asset;80_Issuer_name_of_the_underlying_asset;81_Issuer_identification_code_of_the_underlying_asset;82_Type_of_issuer_identification_code_of_the_underlying_asset;83_Name_of_the_group_of_the_issuer_of_the_underlying_asset;84_Identification_of_the_group_of_the_underlying_asset;85_Type_of_the_group_identification_code_of_the_underlying_asset;86_Issuer_country_of_the_underlying_asset;87_Issuer_economic_area_of_the_underlying_asset;88_Explicit_guarantee_by_the_country_of_issue_of_the_underlying_asset;89_Credit_quality_step_of_the_underlying_asset;90_Modified_duration_to_maturity_date;91_Modified_duration_to_next_option_exercise_date;92_Credit_sensitivity;93_Sensitivity_to_underlying_asset_price_(delta);94_Convexity_gamma_for_derivatives;94b_Vega;95_Identification_of_the_original_portfolio_for_positions_embedded_in_a_fund;97_SCR_mrkt_IR_up_weight_over_NAV;98_SCR_mrkt_IR_down_weight_over_NAV;99_SCR_mrkt_eq_type1_weight_over_NAV;100_SCR_mrkt_eq_type2_weight_over_NAV;101_SCR_mrkt_prop_weight_over_NAV;102_SCR_mrkt_spread_bonds_weight_over_NAV;103_SCR_mrkt_spread_structured_weight_over_NAV;104_SCR_mrkt_spread_derivatives_up_weight_over_NAV;105_SCR_mrkt_spread_derivatives_down_weight_over_NAV;105a_SCR_mrkt_FX_up_weight_over_NAV;105b_SCR_mrkt_FX_down_weight_over_NAV;106_Asset_pledged_as_collateral;107_Place_of_deposit;108_Participation;110_Valorisation_method;111_Value_of_acquisition;112_Credit_rating;113_Rating_agency;114_Issuer_economic_area;115_Fund_issuer_code;116_Fund_issuer_code_type;117_Fund_issuer_name;118_Fund_issuer_sector;119_Fund_issuer_group_code;120_Fund_issuer_group_code_type;121_Fund_issuer_group_name;122_Fund_issuer_country;123_Fund_CIC;123a_Fund_custodian_country;124_Duration;125_Accrued_income_(Security Denominated Currency);126_Accrued_income_(Portfolio Denominated Currency);127_Bond_floor_(convertible_instrument_only);128_Option_premium_(convertible_instrument_only);129_Valuation_yield;130_Valuation_z_spread;131_Underlying_asset_category;132_Infrastructure_investment;133_custodian_name;134_type1_private_equity_portfolio_eligibility;135_type1_private_equity_issuer_beta;137_counterparty_sector;138_Collateral_eligibility;139_Collateral_Market_valuation_in_portfolio_currency;1000_TPT_Version
LU1545248863;1;SEB FUND 5 DAN MOR BD-IC EUR;EUR;332521278.7;31-12-2025;05-01-2026;;;0.02389;;N;DK27;;DK0009787442;1;;Nykredit 3.5% 2044-10-01;;;11055722.51;;DKK;11197726.95;11103082.54;1499286.208;1486614.077;0.004509;11197726.95;1499286.208;;0.004509;;Fixed;3.5;;;;;4;01-10-2044;;;;;;;NYKREDIT REALKREDIT A/S;LIU16F6VZJSD6UKHD557;1;Forenet Kredit FMBA;;;DK;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;94644.4;12672.1;;;;;2;0;SEB AB;;;;;;V6.0
LU1545248863;1;SEB FUND 5 DAN MOR BD-IC EUR;EUR;332521278.7;31-12-2025;05-01-2026;;;0.02389;;N;DK27;;DK0009387938;1;;BRFKredit 2% 2047-10-01 SINKABLE;;;16892988.54;;DKK;15155609.35;15072972;2029215.051;2018150.57;0.006103;15155609.35;2029215.051;;0.006103;;Fixed;2;;;;;4;01-10-2047;;;;;;;JYSKE REALKREDIT A/S;529900R9HQNZRT2OXB26;1;Jyske Bank A/S;;;DK;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;82637.3;11064.5;;;;;2;0;SEB AB;;;;;;V6.0
LU1545248863;1;SEB FUND 5 DAN MOR BD-IC EUR;EUR;332521278.7;31-12-2025;05-01-2026;;;0.02389;;N;DK11;;DK0009924102;1;;Denmark Government Bond 0% 311115;;;313336.452;;DKK;273601.35;273601.35;36633.036;36633.036;0.00011;273601.35;36633.036;;0.00011;;Fixed;0;;;;;0;15-11-2031;Bullet;;;;;;KINGDOM OF DENMARK;549300PTO6LS1PTM6607;1;Kingdom of Denmark;;;DK;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;1;0;SEB AB;;;;;;V6.0
LU1545248863;1;SEB FUND 5 DAN MOR BD-IC EUR;EUR;332521278.7;31-12-2025;05-01-2026;;;0.02389;;N;DK27;;DK0004623816;1;;Realkredit Danmark A/S 5% 531001;;;31725158.24;;DKK;33513002.43;33125018.59;4487123.373;4435175.435;0.013494;33513002.43;4487123.373;;0.013494;;Fixed;5;;;;;4;01-10-2053;;;;;;;REALKREDIT DANMARK;549300NLOMBOWE943Y30;1;Danske Bank A/S;;;DK;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;387984;51947.9;;;;;2;0;SEB AB;;;;;;V6.0
LU1545248863;1;SEB FUND 5 DAN MOR BD-IC EUR;EUR;332521278.7;31-12-2025;05-01-2026;;;0.02389;;N;DK27;;DK0009540981;1;;Nykredit Realkredit AS 5% 561001;;;32296482.44;;DKK;34122386.49;33727415.63;4568715.032;4515831.588;0.01374;34122386.49;4568715.032;;0.01374;;Fixed;5;;;;;4;01-10-2056;;;;;;;NYKREDIT REALKREDIT A/S;LIU16F6VZJSD6UKHD557;1;Forenet Kredit FMBA;;;DK;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;394971;52883.4;;;;;2;0;SEB AB;;;;;;V6.0
LU1545248863;1;SEB FUND 5 DAN MOR BD-IC EUR;EUR;332521278.7;31-12-2025;05-01-2026;;;0.02389;;N;XLE2;;FXF1084082_EUR;99;FXF1084082;FXF1084082_EUR;;;64860645.54;;EUR;64860645.54;64860645.54;64860645.54;64860645.54;0.195057;64860645.54;64860645.54;;0.195057;;;;;;;;;09-01-2026;;;;;;;Nordea Bank Abp;529900ODI3047E2LIV03;1;Nordea Bank Abp;;;FI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;E;0;SEB AB;;;;;;V6.0
LU1545248863;1;SEB FUND 5 DAN MOR BD-IC EUR;EUR;332521278.7;31-12-2025;05-01-2026;;;0.02389;;N;XLE2;;FXF1084310_DKK;99;FXF1084310;FXF1084310_DKK;;;-488113237.4;;DKK;-488323941.9;-488323941.9;-65382675.8;-65382675.8;-0.196627;-488113237.4;-65354464.16;;-0.196542;;;;;;;;;30-01-2026;;;;;;;Skandinaviska Enskilda Banken AB;F3JS33DEI6XQ4ZBPTN86;1;Skandinaviska Enskilda Banken AB;;;SE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;E;0;SEB AB;;;;;;V6.0
LU1545248863;1;SEB FUND 5 DAN MOR BD-IC EUR;EUR;332521278.7;31-12-2025;05-01-2026;;;0.02389;;N;XLE2;;FXF1086603_DKK;99;FXF1086603;FXF1086603_DKK;;;-526060828.5;;DKK;-526652488.5;-526652488.5;-70514562.08;-70514562.08;-0.21206;-526060828.5;-70435343.54;;-0.211822;;;;;;;;;27-03-2026;;;;;;;Nordea Bank Abp;529900ODI3047E2LIV03;1;Nordea Bank Abp;;;FI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;E;0;SEB AB;;;;;;V6.0
LU1545248863;1;SEB FUND 5 DAN MOR BD-IC EUR;EUR;332521278.7;31-12-2025;05-01-2026;;;0.02389;;N;XLE2;;FXF1084082_DKK;99;FXF1084082;FXF1084082_DKK;;;-484110129.2;;DKK;-484204264.5;-484204264.5;-64831083.9;-64831083.9;-0.194968;-484110129.2;-64818479.95;;-0.19493;;;;;;;;;09-01-2026;;;;;;;Nordea Bank Abp;529900ODI3047E2LIV03;1;Nordea Bank Abp;;;FI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;E;0;SEB AB;;;;;;V6.0
LU1545248863;1;SEB FUND 5 DAN MOR BD-IC EUR;EUR;332521278.7;31-12-2025;05-01-2026;;;0.02389;;N;XLE2;;FXF1086254_DKK;99;FXF1086254;FXF1086254_DKK;;;-450518841.6;;DKK;-450934265.6;-450934265.6;-60376496.76;-60376496.76;-0.181572;-450518841.6;-60320874.81;;-0.181405;;;;;;;;;13-03-2026;;;;;;;Skandinaviska Enskilda Banken AB;F3JS33DEI6XQ4ZBPTN86;1;Skandinaviska Enskilda Banken AB;;;SE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;E;0;SEB AB;;;;;;V6.0
LU1545248863;1;SEB FUND 5 DAN MOR BD-IC EUR;EUR;332521278.7;31-12-2025;05-01-2026;;;0.02389;;N;XLE2;;FXF1084310_EUR;99;FXF1084310;FXF1084310_EUR;;;65408984.33;;EUR;65408984.33;65408984.33;65408984.33;65408984.33;0.196706;65408984.33;65408984.33;;0.196706;;;;;;;;;30-01-2026;;;;;;;Skandinaviska Enskilda Banken AB;F3JS33DEI6XQ4ZBPTN86;1;Skandinaviska Enskilda Banken AB;;;SE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;E;0;SEB AB;;;;;;V6.0
LU1545248863;1;SEB FUND 5 DAN MOR BD-IC EUR;EUR;332521278.7;31-12-2025;05-01-2026;;;0.02389;;N;XLE2;;FXF1086603_EUR;99;FXF1086603;FXF1086603_EUR;;;70485034.86;;EUR;70485034.86;70485034.86;70485034.86;70485034.86;0.211972;70485034.86;70485034.86;;0.211972;;;;;;;;;27-03-2026;;;;;;;Nordea Bank Abp;529900ODI3047E2LIV03;1;Nordea Bank Abp;;;FI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;E;0;SEB AB;;;;;;V6.0
LU1545248863;1;SEB FUND 5 DAN MOR BD-IC EUR;EUR;332521278.7;31-12-2025;05-01-2026;;;0.02389;;N;DK27;;DK0002062025;1;;Nordea Kredit Realkreditaktieselskab FRN 280701;;;34040750.97;;DKK;34449739.51;34257505.93;4612544.986;4586806.446;0.013871;34449739.51;4612544.986;;0.013871;;Floating;2.394;;;;;4;01-07-2028;;;;;;;NORDEA KREDIT REALKREDIT;52990080NNXXLC14OC65;1;Nordea Bank AB;;;DK;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;192234;25738.5;;;;;2;0;SEB AB;;;;;;V6.0
LU1545248863;1;SEB FUND 5 DAN MOR BD-IC EUR;EUR;332521278.7;31-12-2025;05-01-2026;;;0.02389;;N;DEA2;;UBH6 Comdty;5;;EURO-BUXL 30Y BND Mar26;;-31.96;;100000;EUR;0;0;0;0;0;0;0;;0;;;;;;;;;;;;;;;;Eurex 30 Year Euro BUXL Future;;9;Eurex 30 Year Euro BUXL Future;;;DE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;529900AQBND3S6YJLY83;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;A;0;SEB AB;;;;;;V6.0
LU1545248863;1;SEB FUND 5 DAN MOR BD-IC EUR;EUR;332521278.7;31-12-2025;05-01-2026;;;0.02389;;N;XT72;;CASH_USD;99;;CASH_USD;;;-654.701;;USD;-654.701;-654.701;-558.547;-558.547;-0.000002;-654.701;-558.547;;-0.000002;;;;;;;;;;;;;;;;Skandinaviska Enskilda Banken SA;529900IW355455KJM142;1;Skandinaviska Enskilda Banken SA;;;LU;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;7;0;SEB AB;;;;;;V6.0
LU1545248863;1;SEB FUND 5 DAN MOR BD-IC EUR;EUR;332521278.7;31-12-2025;05-01-2026;;;0.02389;;N;XT72;;CASH_SEK;99;;CASH_SEK;;;380552.518;;SEK;380552.518;380552.518;35177.121;35177.121;0.000106;380552.518;35177.121;;0.000106;;;;;;;;;;;;;;;;Skandinaviska Enskilda Banken SA;529900IW355455KJM142;1;Skandinaviska Enskilda Banken SA;;;LU;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;7;0;SEB AB;;;;;;V6.0
LU1545248863;1;SEB FUND 5 DAN MOR BD-IC EUR;EUR;332521278.7;31-12-2025;05-01-2026;;;0.02389;;N;DK27;;DK0002023209;1;;Nordea Kredit 4% 2041-10-01 callable;;;2274162.77;;DKK;2365164.946;2342915.397;316676.697;313697.66;0.000952;2365164.946;316676.697;;0.000952;;Fixed;4;;;;;4;01-10-2041;;;;;;;NORDEA KREDIT REALKREDIT;52990080NNXXLC14OC65;1;Nordea Bank AB;;;DK;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22249.5;2979.04;;;;;2;0;SEB AB;;;;;;V6.0
LU1545248863;1;SEB FUND 5 DAN MOR BD-IC EUR;EUR;332521278.7;31-12-2025;05-01-2026;;;0.02389;;N;DK27;;DK0009779936;1;;Nykredit 4% 2044-10-01 Sink;;;1263224.838;;DKK;1307493.965;1295135.042;175063;173408.238;0.000526;1307493.965;175063;;0.000526;;Fixed;4;;;;;4;01-10-2044;;;;;;;NYKREDIT REALKREDIT A/S;LIU16F6VZJSD6UKHD557;1;Forenet Kredit FMBA;;;DK;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12358.9;1654.76;;;;;2;0;SEB AB;;;;;;V6.0
LU1545248863;1;SEB FUND 5 DAN MOR BD-IC EUR;EUR;332521278.7;31-12-2025;05-01-2026;;;0.02389;;N;DK13;;DK0008931538;1;;Kommunekredit 0.375% 2045-02-03;;;53799868.79;;DKK;31099102.48;30916679.84;4163921.448;4139496.514;0.012522;31099102.48;4163921.448;;0.012522;;Fixed;0.375;;;;;1;03-02-2045;Bullet;;;;;;KOMMUNEKREDIT;529900D8QLTZ6PRLJL76;1;Kommunekredit;;;DK;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;182423;24424.9;;;;;1;0;SEB AB;;;;;;V6.0
LU1545248863;1;SEB FUND 5 DAN MOR BD-IC EUR;EUR;332521278.7;31-12-2025;05-01-2026;;;0.02389;;N;DK27;;DK0004610243;1;;Realkredit Danmark A/S 1% 300101;;;120634534;;DKK;115135189.3;113935329.3;15415682.31;15255030.65;0.04636;115135189.3;15415682.31;;0.04636;;Fixed;1;;;;;1;01-01-2030;Bullet;;;;;;REALKREDIT DANMARK;549300NLOMBOWE943Y30;1;Danske Bank A/S;;;DK;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1199860;160652;;;;;2;0;SEB AB;;;;;;V6.0
LU1545248863;1;SEB FUND 5 DAN MOR BD-IC EUR;EUR;332521278.7;31-12-2025;05-01-2026;;;0.02389;;N;DK27;;DK0009395956;1;;Jyske Realkredit A/S 1% 290401;;;31333645.19;;DKK;30307951.09;30073568.23;4057992.596;4026610.603;0.012204;30307951.09;4057992.596;;0.012204;;Fixed;1;;;;;1;01-04-2029;Bullet;;;;;;JYSKE REALKREDIT A/S;529900R9HQNZRT2OXB26;1;Jyske Bank A/S;;;DK;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;234383;31382;;;;;2;0;SEB AB;;;;;;V6.0
LU1545248863;1;SEB FUND 5 DAN MOR BD-IC EUR;EUR;332521278.7;31-12-2025;05-01-2026;;;0.02389;;N;DK27;;DK0009409922;1;;Jyske Realkredit A/S 5% 561001;;;2342683.409;;DKK;2465427.733;2436777.806;330101.083;326265.087;0.000993;2465427.733;330101.083;;0.000993;;Fixed;5;;;;;4;01-10-2056;;;;;;;JYSKE REALKREDIT A/S;529900R9HQNZRT2OXB26;1;Jyske Bank A/S;;;DK;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;28649.9;3836;;;;;2;0;SEB AB;;;;;;V6.0
LU1545248863;1;SEB FUND 5 DAN MOR BD-IC EUR;EUR;332521278.7;31-12-2025;05-01-2026;;;0.02389;;N;DK27;;DK0002056050;1;;Nordea Kredit Realkreditaktieselskab 5% 531001;;;25366483.23;;DKK;26658266.96;26348046.75;3569329.039;3527793.031;0.010734;26658266.96;3569329.039;;0.010734;;Fixed;5;;;;;4;01-10-2053;;;;;;;NORDEA KREDIT REALKREDIT;52990080NNXXLC14OC65;1;Nordea Bank AB;;;DK;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;310220;41536;;;;;2;0;SEB AB;;;;;;V6.0
LU1545248863;1;SEB FUND 5 DAN MOR BD-IC EUR;EUR;332521278.7;31-12-2025;05-01-2026;;;0.02389;;N;DK27;;DK0002024876;1;;Nordea K Realkredit 4% 2041-10-01 Sink;;;3492976.095;;DKK;3710936.915;3676762.951;496864.815;492289.195;0.001494;3710936.915;496864.815;;0.001494;;Fixed;4;;;;;4;01-10-2041;;;;;;;NORDEA KREDIT REALKREDIT;52990080NNXXLC14OC65;1;Nordea Bank AB;;;DK;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;34174;4575.62;;;;;2;0;SEB AB;;;;;;V6.0
LU1545248863;1;SEB FUND 5 DAN MOR BD-IC EUR;EUR;332521278.7;31-12-2025;05-01-2026;;;0.02389;;N;XT72;;CASH_CHF;99;;CASH_CHF;;;-28.824;;CHF;-28.824;-28.824;-30.97;-30.97;0;-28.824;-30.97;;0;;;;;;;;;;;;;;;;Skandinaviska Enskilda Banken SA;529900IW355455KJM142;1;Skandinaviska Enskilda Banken SA;;;LU;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;7;0;SEB AB;;;;;;V6.0
LU1545248863;1;SEB FUND 5 DAN MOR BD-IC EUR;EUR;332521278.7;31-12-2025;05-01-2026;;;0.02389;;N;XT72;;CASH_EUR;99;;CASH_EUR;;;2104294.218;;EUR;2104294.218;2104294.218;2104294.218;2104294.218;0.006328;2104294.218;2104294.218;;0.006328;;;;;;;;;;;;;;;;Skandinaviska Enskilda Banken SA;529900IW355455KJM142;1;Skandinaviska Enskilda Banken SA;;;LU;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;7;0;SEB AB;;;;;;V6.0
LU1545248863;1;SEB FUND 5 DAN MOR BD-IC EUR;EUR;332521278.7;31-12-2025;05-01-2026;;;0.02389;;N;XT72;;CASH_NOK;99;;CASH_NOK;;;-239.671;;NOK;-239.671;-239.671;-20.257;-20.257;0;-239.671;-20.257;;0;;;;;;;;;;;;;;;;Skandinaviska Enskilda Banken SA;529900IW355455KJM142;1;Skandinaviska Enskilda Banken SA;;;LU;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;7;0;SEB AB;;;;;;V6.0
LU1545248863;1;SEB FUND 5 DAN MOR BD-IC EUR;EUR;332521278.7;31-12-2025;05-01-2026;;;0.02389;;N;DK27;;DK0009775355;1;;Nykredit 4.0% 2041-10-01 Sink;;;26110655.79;;DKK;27133186.96;26877730.09;3632917.034;3598713.399;0.010925;27133186.96;3632917.034;;0.010925;;Fixed;4;;;;;4;01-10-2041;;;;;;;NYKREDIT REALKREDIT A/S;LIU16F6VZJSD6UKHD557;1;Forenet Kredit FMBA;;;DK;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;255457;34203.6;;;;;2;0;SEB AB;;;;;;V6.0
LU1545248863;1;SEB FUND 5 DAN MOR BD-IC EUR;EUR;332521278.7;31-12-2025;05-01-2026;;;0.02389;;N;DK27;;DK0009289258;1;;Realkredit Danmark 3.5% 2044-10-01 27S;;;2515630.57;;DKK;2550821.151;2529285.673;341534.58;338651.151;0.001027;2550821.151;341534.58;;0.001027;;Fixed;3.5;;;;;4;01-10-2044;;;;;;;REALKREDIT DANMARK;549300NLOMBOWE943Y30;1;Danske Bank A/S;;;DK;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21535.5;2883.43;;;;;2;0;SEB AB;;;;;;V6.0
LU1545248863;1;SEB FUND 5 DAN MOR BD-IC EUR;EUR;332521278.7;31-12-2025;05-01-2026;;;0.02389;;N;DK27;;DK0009285421;1;;Realkredit Danmark 4% 2044-10-01 Sink;;;1366306.14;;DKK;1413858.448;1400491.031;189304.354;187514.564;0.000569;1413858.448;189304.354;;0.000569;;Fixed;4;;;;;4;01-01-2044;;;;;;;REALKREDIT DANMARK;549300NLOMBOWE943Y30;1;Danske Bank A/S;;;DK;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13367.4;1789.79;;;;;2;0;SEB AB;;;;;;V6.0
LU1545248863;1;SEB FUND 5 DAN MOR BD-IC EUR;EUR;332521278.7;31-12-2025;05-01-2026;;;0.02389;;N;DK27;;DK0009297194;1;;RealKredit Danmark 2% 2047-10-01 Sink;;;1635718.389;;DKK;1464682.101;1456680.476;196109.236;195037.882;0.00059;1464682.101;196109.236;;0.00059;;Fixed;2;;;;;4;01-10-2047;;;;;;;REALKREDIT DANMARK;549300NLOMBOWE943Y30;1;Danske Bank A/S;;;DK;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8001.63;1071.35;;;;;2;0;SEB AB;;;;;;V6.0
LU1545248863;1;SEB FUND 5 DAN MOR BD-IC EUR;EUR;332521278.7;31-12-2025;05-01-2026;;;0.02389;;N;DK11;;DK0009923807;1;;Kingdom of Denmark 0.5% 2029-11-15;;;313336.452;;DKK;294827.382;294634.22;39475.032;39449.169;0.000119;294827.382;39475.032;;0.000119;;Fixed;0.5;;;;;1;15-11-2029;Bullet;;;;;;KINGDOM OF DENMARK;549300PTO6LS1PTM6607;1;Kingdom of Denmark;;;DK;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;193.162;25.863;;;;;1;0;SEB AB;;;;;;V6.0
LU1545248863;1;SEB FUND 5 DAN MOR BD-IC EUR;EUR;332521278.7;31-12-2025;05-01-2026;;;0.02389;;N;DK11;;DK0009924375;1;;Denmark Government Bond 0% 311115;;;313336.452;;DKK;273663.67;273663.67;36641.38;36641.38;0.00011;273663.67;36641.38;;0.00011;;Fixed;0;;;;;0;15-11-2031;Bullet;;;;;;KINGDOM OF DENMARK;549300PTO6LS1PTM6607;1;Kingdom of Denmark;;;DK;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;1;0;SEB AB;;;;;;V6.0
LU1545248863;1;SEB FUND 5 DAN MOR BD-IC EUR;EUR;332521278.7;31-12-2025;05-01-2026;;;0.02389;;N;DK27;;DK0009539389;1;;Nykredit Realkredit AS 5% 531001;;;24567051.93;;DKK;25820257.3;25519813.75;3457126.239;3416899.246;0.010397;25820257.3;3457126.239;;0.010397;;Fixed;5;;;;;4;01-10-2053;;;;;;;NYKREDIT REALKREDIT A/S;LIU16F6VZJSD6UKHD557;1;Forenet Kredit FMBA;;;DK;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;300444;40227;;;;;2;0;SEB AB;;;;;;V6.0
